UniqueCount	AmbigCount
25	0
0	12
3	4
1	0
20	0
137	0
21	0
15	0
6	0
104	15
20	0
25	0
7	0
79	0
118	0
4	3
30	102
165	57
208	0
534	0
29	0
746	0
52	435
27	4
27	0
110	0
494	0
256	0
30	0
12	0
70	0
151	5
47	0
197	0
65	0
319	0
172	0
180	0
26	0
30	48
0	0
63	35
203	27
1	0
14	0
348	0
240	0
167	0
42	0
88	0
101	56
0	0
126	0
33	0
68	0
19	0
154	0
7	0
14	24
13	0
63	18
8	0
50	0
0	0
200	0
14	7
0	2
20	0
118	0
7	0
10	2
1198	103
92	0
53	0
31	0
41	0
0	1
61	0
25	0
20	0
2	0
60	0
17	0
1136	158
75	0
34	0
67	0
104	0
57	0
158	757
59	0
36	5
34	0
501	14
46	0
12	0
603	0
75	40
0	0
124	0
1	0
35	0
64	0
95	0
52	0
7	0
42	0
10	0
14	0
24	0
19	0
81	0
42	0
985	1208
0	0
42	0
22	0
35	0
67	0
4	1
0	0
31	0
30	0
131	0
15	2
33	0
4	0
93	0
1064	0
53	0
6	0
0	1
19	0
52	0
1	0
112	1126
38	0
0	3
23	0
15	0
77	0
17	0
0	1671
48	0
5	0
24	0
46	9
34	0
58	0
0	0
48	8
12	6
19	0
8	138
274	0
38	0
1	0
15	0
64	0
0	0
44	0
652	0
36	0
17	0
30	0
5	5
439	0
55	0
43	589
6	0
75	0
0	10
29	0
99	0
90	40
36	0
79	0
23	0
281	0
0	0
63	0
6	21
0	2234
139	0
76	0
21	0
3	36
63	0
44	0
50	0
28	0
18	0
60	0
106	0
26	0
29	0
131	6
4	51
44	0
2	0
20	0
0	9
26	0
5	0
9	0
9	1842
1	0
18	0
22	23
11	0
0	0
46	0
25	0
24	10
40	0
119	0
608	106
60	0
17	0
12	0
0	292
36	0
49	0
0	0
51	0
1007	0
0	0
15	13
4	17
55	0
17	0
12	161
88	3
16	0
0	0
17	0
74	0
63	0
114	0
96	0
27	0
137	0
23	0
12	0
15	0
3	55
66	0
3	0
30	0
52	0
62	0
47	0
1	0
0	0
0	6
11	0
1	32
66	0
18	0
59	0
18	0
36	0
77	0
342	0
37	0
21	8
33	0
38	0
161	0
2	0
17	0
60	0
43	0
122	0
1	24
16	0
80	0
51	0
44	0
72	106
121	0
225	0
94	0
629	0
35	0
4	0
0	0
33	0
0	37
28	0
335	0
78	0
16	0
143	0
118	0
0	0
164	0
139	0
5	0
21	0
56	0
15	0
31	0
45	0
78	0
28	181
91	0
37	6
7	0
3	0
91	0
50	0
65	0
345	0
7	0
109	0
67	0
71	0
16	0
0	0
9	0
147	0
23	0
12	0
50	0
344	0
45	24
28	0
73	0
94	0
37	4
0	211
188	0
138	0
158	938
43	0
2	0
27	0
41	10
55	0
40	0
41	0
23	0
19	0
199	0
0	0
32	0
42	0
337	0
0	375
23	0
139	0
5	57
44	95
10	4
66	0
140	0
90	0
40	0
38	0
33	0
28	0
90	0
41	0
20	0
63	45
5	17
11	0
14	11
56	0
0	1
0	0
62	0
20	0
125	0
62	0
361	0
178	0
977	599
16622	0
115	0
5	0
57	0
46	0
15	0
49	0
1	9
0	45
39	0
9	0
0	0
36	0
1	0
1	26
55	0
0	0
1	3
35	0
30	5
29	0
318	0
69	0
0	489
33	0
1	15
0	20
128	0
43	0
32	0
61	0
18	4
16	0
1	10
1	2
16	0
9	40
455	0
25	0
24	0
48	0
26	0
280	0
12	0
38	0
19	0
55	0
0	0
146	0
2	45
9	7
41	0
579	0
14	0
222	0
337	0
50	0
16	0
281	0
12	3
48	0
39	0
219	0
5	0
9	0
23	0
557	0
4	0
23	0
54	0
142	0
4	198
1	0
75	20
7	0
143	281
32	0
1	7
5	0
0	0
1019	232
25	92
10	31
38	0
1	46
16	0
26	0
27	0
16	2597
1	4
139	37
4	0
1	4
42	0
230	0
182	927
248	0
0	0
3	0
198	0
44	0
91	0
0	0
43	0
10	0
84	0
2	11
0	5
17	1
0	13
18	0
15	0
89	0
37	0
16	0
0	0
59	0
2093	0
54	0
185	0
36	0
64	0
28	0
0	0
0	0
209	0
1	0
41	0
69	0
27	74
0	2
113	0
0	2
56	0
26	0
9	0
87	0
58	0
33	0
45	5
3	2
142	0
17	0
60	0
247	0
27	4
0	1
92	0
82	4
17	0
80	0
0	641
0	66
49	0
76	0
0	11
295	0
298	0
104	61
46	0
2	28
17	0
