UniqueCount	AmbigCount
91	0
16	0
6	3
1098	0
0	0
3	0
0	0
68	0
32	0
54	0
21	0
10	0
1	1
161	55
9	0
53	0
40	0
0	23
3	0
0	0
797	2287
0	0
76	0
0	0
45	4
31	17
54	0
69	0
31	0
134	0
0	483
167	0
34	0
3	9
13	22
55	0
30	0
393	1
152	0
51	0
1205	19
45	15
0	12
221	30
7	0
54	0
96	0
61	0
4851	6816
17	0
105	0
31	0
103	0
11	0
5	0
39	0
47	0
37	0
1047	599
78	0
43	0
22	0
14	0
0	0
68	0
27	1
0	0
75	0
1	0
37	0
36	0
1	15
0	4
20	0
28	0
240	0
0	0
17	0
4	6
56	0
166	0
0	1
81	0
17	6
115	0
76	0
16	0
7	0
31	0
2	2
50	1
49	0
9	0
24	0
0	0
39	0
1	0
47	0
0	24
32	0
44	0
17	0
24	0
0	74
4	878
31	0
60	919
107	0
8	7
44	0
44	0
23	0
26	0
7	0
30	0
363	0
80	53
41	0
3	31
259	0
63	0
76	0
25	0
70	0
204	0
51	0
127	252
29	0
177	0
909	180
18	0
42	0
13	6
60	0
18	0
42	0
119	0
17	0
15	0
36	2
160	0
154	0
2	0
100	0
40	0
31	504
0	2
9	0
13	0
57	0
27	0
5	0
63	0
20	0
19	0
217	0
44	0
274	23
25	5
123	0
23	0
46	0
214	0
68	0
31	0
33	0
122	0
20	0
183	0
97	0
45	10
87	0
58	0
2	32
0	0
0	0
124	0
75	0
21	0
103	0
92	0
1114	5
13	32
82	0
4	0
11	0
1	0
2	0
5	0
108	22
9	0
107	0
5	13
26	0
37	0
2	2
26	0
51	0
3	0
164	0
166	0
4	0
120	0
17	1
29	0
34	0
8	0
1	0
57	0
21	0
19	0
8	0
1	3
1	0
6	11
61	0
1	1
168	11
16	0
0	4
289	52
43	0
1	3
0	0
29	0
79	0
34	0
22	0
1	2
0	5
7	0
82	0
10	0
38	0
36	0
303	0
295	0
79	0
22	0
80	0
112	0
21	1761
83	0
3	0
336	36
26	0
37	0
40	0
2030	0
29	0
85	0
213	0
0	0
110	25
42	0
9	0
83	0
0	26
46	0
57	0
38	0
22	0
30	0
36	0
35	0
3	1480
3	0
58	0
134	0
38	0
162	0
92	70
7	0
46	0
46	0
10	0
59	0
184	2
111	0
161	0
31	0
179	0
297	0
80	0
13	0
19	0
129	0
229	0
5	0
69	0
32	0
19	0
0	16
161	0
152	0
421	0
64	0
1	0
75	0
731	0
37	4
50	0
283	1736
0	8
2	25
0	0
44	0
0	0
17	0
113	4
4	40
23	0
227	0
48	0
30	0
0	0
488	0
2	22
91	0
1	0
16	0
27	10
190	0
21	0
951	0
0	0
438	12
54	0
7	4
34	4
15	0
6	0
27	0
11	0
158	0
0	0
24	0
249	0
62	0
268	0
0	28
37	0
29	0
27	0
39	0
3	0
17	21
23	0
292	0
25	0
2	11
127	0
30	0
13	2
57	0
26	0
39	0
91	0
115	0
32	0
8	0
561	0
167	0
39	429
61	0
20	0
55	0
67	0
29	0
179	0
0	0
8	0
0	59
92	2446
76	0
145	0
32	0
112	0
219	88
72	0
106	0
40	0
27	0
21	0
9	0
43	0
29	0
27	0
17	6
10	85
84	0
132	0
38	0
51	0
163	152
19	0
138	878
97	0
3	7
127	0
48	0
73	0
26	0
1	7
0	14
300	0
793	0
18	0
28	3
85	0
0	0
5	13
64	0
108	0
29	0
17	0
12	0
100	0
5	5
11	4
137	0
1	0
6	33
37	0
1	41
5	0
21	0
109	39
0	0
393	0
37	0
31	0
11	0
44	0
3	5
142	0
30	0
0	0
3	10
4	0
64	0
26	0
56	0
49	0
273	0
96	0
349	0
11	0
0	6
0	11
795	172
23	0
101	0
53	23
24	0
20	0
54	0
0	0
563	0
27	0
0	2568
33	0
106	0
3	0
34	0
211	0
36	0
2	39
193	0
0	0
27	0
194	0
27	0
76	0
90	0
12	0
151	0
124	0
155	0
29	0
55	0
7	0
13	0
3146	0
83	0
5	0
513	0
228	0
3	9
202	106
367	0
61	0
55	0
0	17
16	0
22	0
24	0
96	0
800	484
0	0
62	0
40	0
77	0
15	0
129	0
3	12
31	0
4	0
7	0
77	0
19	0
7	0
31	0
42	0
0	12
0	369
22	0
282	0
170	0
0	421
33	0
16207	6112
192	0
7	17
227	6816
81	0
221	0
20	0
1	0
30	0
51	0
11	28
12	0
18	0
397	74
0	7
0	0
46	0
110	42
40	0
33	0
657	0
17	0
5	0
5	0
103	0
15	181
231	0
21	0
6	0
7	10
0	0
1	0
39	0
66	0
31	0
174	0
10	0
52	0
34	74
4	12
0	1999
91	4
78	0
56	0
14	0
121	0
27	0
535	938
5	4
7	21
693	0
51	0
0	2539
13	0
26	29
416	0
13	0
106	0
306	0
0	14
40	0
230	4
43	0
245	0
1	0
75	0
0	0
15	0
6	0
75	0
79	0
20	0
70	0
49	0
60	0
340	36
36	0
0	89
2	9
142	13
0	4
274	2
46	0
0	2
94	0
32	0
66	0
0	7
87	0
151	0
50	0
6	0
43	29
11	0
0	1
63	0
144	0
0	42
392	68
0	53
31	0
55	0
1166	0
68	0
0	100
67	0
3	0
76	0
38	0
62	0
87	0
323	0
19	0
62	0
1	0
406	0
30	0
511	0
30	0
24	0
70	0
2	11
27	0
0	4
16	0
49	46
254	0
176	0
37	0
1	0
2871	10514
1	0
16	0
19	0
25	0
5	0
10	0
27	0
57	0
1	21
364	0
36	0
73	0
3	9
260	0
21	0
100	0
7	0
58	0
467	67
15	0
38	0
6	0
231	0
91	0
48	0
14	0
41	0
24	0
43	0
64	0
240	0
4	14
74	0
37	0
2	0
225	92
71	43
285	0
6	0
65	1439
833	0
3	0
263	0
9	0
25	0
10	0
4	19
146	0
388	0
50	0
0	4
27	0
86	841
156	0
72	0
177	79
76	0
0	3
30	0
0	31
1	0
46	0
65	12
1	0
21	0
115	0
149	4
0	0
642	0
75	0
15	0
175	0
0	0
337	0
0	0
55	0
46	0
76	0
14	0
129	0
318	0
0	100
223	0
167	0
0	1
51	0
938	301
87	0
34	0
3	0
3	0
0	340
155	0
34	0
61	0
62	0
19	0
35	0
15	0
65	0
8	21
29	0
21	12
2	3
32	0
35	0
52	0
5	1
146	0
173	0
116	0
0	78
24	0
5	0
0	152
122	0
93	0
11	0
83	0
65	0
38	0
5	0
22	0
77	0
407	0
19	0
98	0
57	206
35	0
245	0
45	0
37	0
208	0
29	4
76	88
67	0
146	0
286	0
22	0
61	0
21	0
117	0
31	0
28	0
0	5
511	42
168	0
12	0
36	0
213	0
93	0
4	0
23	0
39	22
20	0
1056	606
24	0
133	0
34	0
65	0
98	21
17	0
0	69
339	0
30	0
1096	0
58	0
76	0
89	0
211	0
48	0
30	25
34	0
11	0
175	0
1	0
27	0
15	0
841	31
1302	0
0	13
19	0
93	366
147	0
21	0
56	0
22	0
2	0
14	0
320	419
59	94
50	9
318	0
380	0
0	0
3	0
4	94
233	24
9	0
237	234
18	0
0	4
10	0
122	29
2	0
18	0
31	0
193	0
18	0
0	0
0	10
140	0
23	0
18	0
72	0
16	0
125	0
138	98
10	10
39	0
3	1
21	0
18	0
82	0
7	44
55	0
26	0
60	0
24	0
18	0
75	0
149	1
0	22
89	0
0	0
104	0
43	0
29	0
451	0
20	0
29	0
8	0
19	0
0	0
0	68
82	0
49	0
21	0
22	3
70	0
219	0
214	0
18	0
10	0
3	0
124	0
31	0
37	0
90	0
73	0
649	456
37	0
1	13
18	0
103	0
70	0
144	0
129	0
9	0
3	0
0	16
67	0
266	0
10	0
4	21
14	0
45	0
44	0
521	0
0	0
0	1
0	21
5	0
3	0
10	0
7	0
32	0
104	0
53	48
4	0
634	201
75	86
53	0
102	0
16	0
21	0
0	2
1	0
90	0
5	29
64	0
56	0
8	0
55	0
0	36
32	0
38	0
237	0
0	4
89	0
0	8
31	0
1	0
62	0
163	2014
19	0
112	0
1	2
532	0
11	0
29	4628
0	22
20	0
30	2
5	16
89	0
1	9
114	0
76	0
48	0
14	0
167	0
3	0
278	0
43	0
45	0
1095	0
12	0
1	3
1	24
42	0
129	0
21	0
731	59
99	0
30	0
131	123
12	0
3	0
273	0
389	13
285	0
51	0
52	0
30	13
55	0
10	0
172	0
548	0
1	0
0	0
57	0
9	0
350	0
522	0
20	0
212	0
0	5
50	0
57	0
1	2
12	0
139	0
158	0
1	4
179	0
2	0
232	0
205	0
0	0
10	0
31	0
157	0
23	221
32	0
33	0
1	72
100	0
156	0
32	0
5	9
15	0
2	2
55	0
112	0
0	0
31	0
19	0
3	10
23	0
0	7
99	0
72	0
129	0
0	45
125	0
44	0
397	0
2	20
1124	172
29	0
17	0
88	0
93	0
24	0
21	0
7	0
0	0
8	0
24	0
0	0
0	3
18	0
16	0
34	12
121	0
0	1
244	0
64	0
76	0
47	0
3	0
19	0
255	0
3	0
0	0
0	0
0	2
19	0
222	0
1	0
9	275
54	0
4	0
227	0
59	0
23	0
245	32
20	0
47	0
26	0
51	0
43	0
0	0
142	0
9	0
0	0
65	0
6	0
5	0
3050	1095
45	0
55	0
269	0
11	0
83	0
32	0
23	0
132	0
46	0
111	0
69	0
1293	0
14	0
235	48
20	0
2	0
87	0
15	0
30	0
23	0
8	0
9	0
17	16
17	3
56	0
968	0
103	0
41	0
29	0
36	0
6	0
120	0
9	0
23	0
0	0
48	0
3	0
0	357
29	0
580	0
47	0
84	0
73	0
0	0
51	0
90	0
71	0
6	4
0	0
51	0
43	0
188	0
201	0
3	0
21	0
7	61
0	0
97	0
6	0
38	0
2	0
117	51
18	0
35	0
1	58
169	739
11	0
211	0
189	0
35	0
30	0
33	0
5	0
48	0
556	0
757	0
24	0
86	0
58	0
55	2
9	0
57	0
24	0
145	0
63	0
18	0
9	0
53	0
36	0
123	0
21	0
360	0
92	0
0	0
54	0
0	0
2	0
0	0
23	0
117	0
12	0
344	0
137	0
53	0
19	6
104	0
80	0
214	0
1	0
60	0
178	0
42	0
179	0
4	0
1	0
2	51
28	0
0	16
391	0
493	0
23	0
101	0
63	0
16	0
34	0
184	0
7	16
23	0
0	52
0	0
12	0
69	0
86	10
216	0
11	0
23	0
25	0
13	0
51	186
9	0
62	0
22	0
25	0
704	0
22	0
7	1
38	0
212	0
635	635
0	1
15	8
1	0
184	90
0	0
31	0
56	0
20	0
47	10
58	0
23	0
724	735
171	2148
668	150
58	0
295	0
29	0
2147	0
13	0
0	2
11	0
22	0
36	0
1	0
103	0
57	0
481	2
3	3
0	0
29	0
27	0
1	0
134	0
19	0
81	0
39	0
50	0
38	0
12	0
3	0
302	0
97	0
23	0
184	0
0	2
101	0
131	12
7	0
14	0
15	7
16	0
58	0
26	0
11	0
45	0
87	0
47	0
0	0
1	17
46	0
24	0
1	0
0	338
326	0
174	0
97	0
34	0
8	0
95	0
26	0
3	4
14	0
16	0
89	0
35	3
1059	0
42	0
20	0
35	0
19	0
14	0
27	0
392	0
0	1
6	0
0	0
50	0
169	0
46	0
568	265
17	0
60	0
538	0
14	0
71	0
26	0
31	0
29	0
52	0
12	0
3	52
206	0
112	0
186	0
40	0
149	0
13	0
0	58
22	0
15	0
24	0
64	0
38	0
104	0
111	0
34	0
4	18
7	159
49	0
364	0
229	0
5	0
63	78
46	2
239	0
375	0
24	0
125	0
15	0
6	0
185	0
41	0
18	0
131	0
5	0
26	0
23	0
10	35
10	0
0	1991
134	0
78	0
6	4
30	9
0	0
45	0
0	1
272	0
32	0
2311	5828
30	0
141	0
120	0
13	0
40	0
36	0
22	0
10	0
265	0
394	37
124	0
49	0
8	0
11	0
82	0
40	0
0	18
1	29
0	0
34	0
0	0
32	0
0	0
57	0
71	0
31	6
13	0
85	0
122	0
75	99
76	0
1	0
6	0
72	0
62	0
16	0
1	20
59	78
78	0
46	0
72	0
29	0
57	0
42	0
125	0
1	0
119	0
0	5
13	0
14	0
341	0
84	0
37	0
2	7
60	0
40	0
32	0
28	0
87	0
32	0
21	4
23	0
0	2
37	0
41	0
7	0
15	0
34	18
248	0
1	4
12	12
21	0
0	0
28	0
26	0
139	0
60	0
7	11
51	0
348	0
10	0
0	152
95	0
82	0
28	0
0	0
67	0
27	0
3	7
0	3
96	0
43	0
121	0
53	0
9	0
109	0
0	0
167	0
2	0
209	0
16	29
8	0
153	1
13	0
1	0
0	13
52	0
152	0
152	0
1	16
0	0
215	0
31	0
74	0
30	0
14	1
29	0
25	0
0	0
449	0
5	0
13	0
0	0
22	0
35	0
0	1
2	1
35	0
24	0
89	0
107	0
176	0
0	704
60	0
29	0
44	0
179	0
16	0
17	0
62	0
13	0
7	5
38	0
230	0
47	0
59	0
48	0
63	0
0	6
3	0
0	2
22	0
239	0
14	0
107	0
157	0
351	0
119	0
43	0
20	0
39	0
0	0
8	0
0	1
175	0
568	0
45	0
695	0
14	0
61	0
22	0
45	0
333	0
185	0
10	209
43	0
8	24
26	0
0	7
25	0
243	0
0	4
32	0
25	0
47	0
34	0
55	0
25	0
242	0
62	0
2	0
15	0
0	0
2	42
691	0
118	0
98	0
102	0
93	0
67	0
17	0
53	0
103	0
36	0
5	0
73	42
4	0
0	16
34	0
70	0
263	0
62	0
0	6
40	0
316	0
27	0
27	0
14	0
45	0
24	0
16	0
65	0
286	52
0	16
0	15
10	0
481	0
0	0
44	0
14	4
1	485
176	234
68	0
9	35
399	76
88	0
2	25
2	0
75	0
52	0
41	0
4	33
25	0
135	0
60	0
104	55
55	0
47	0
58	0
0	0
30	0
24	0
29	0
66	0
0	0
64	0
13	0
132	0
32	0
60	0
104	0
533	0
0	3
12	0
103	0
0	39
60	0
52	0
44	0
159	0
19	0
17	0
9	3
192	0
5	0
5	0
54	0
18	31
36	0
96	0
0	0
38	0
42	0
1065	30
43	0
0	0
79	0
53	0
0	0
22	0
98	0
155	0
45	0
53	0
730	526
334	0
0	0
30	0
18	28
17	0
28	0
0	32
135	24
12	0
35	0
46	0
2	0
5	4
32	0
178	84
1	0
270	1538
3	0
864	71
0	10
24	0
34	0
32	6
7	15
80	0
17	0
96	0
0	0
87	0
0	0
708	0
2	3
28	0
14	0
1	0
30	0
72	2
321	0
95	0
106	69
5	0
31	0
40	0
986	2
91	0
5	0
190	0
2751	0
6	0
81	0
71	0
5	0
20	0
124	0
42	0
107	0
53	0
15	0
67	0
69	0
55	0
115	0
5	0
28	16
0	0
164	0
3	47
27	0
0	1
59	0
153	0
0	0
0	8
68	0
3	0
28	0
130	0
22	0
32	0
46	0
11	0
1	0
35	0
225	0
45	0
160	8
12	21
44	0
38	0
122	0
158	0
76	0
65	0
9	0
31	0
25	0
9	0
6	0
0	3
7	21
0	0
110	0
357	1
45	0
0	0
191	0
15	0
73	0
13	0
35	0
0	9
112	0
36	0
27	0
14	8
31	0
87	0
30	0
0	39
41	0
21	0
20	0
308	0
2	0
32	0
80	0
5	0
25	0
193	0
7	0
208	0
17	0
1	0
242	0
11	0
0	0
4353	0
22	0
60	1
47	0
35	0
153	0
0	0
524	0
56	0
41	0
48	0
21	0
28	0
31	0
81	0
0	0
0	1
1536	206
193	0
48	0
79	0
745	0
214	14
14	0
7	0
33	0
109	0
38	0
14	0
74	0
130	0
21	0
25	0
13	0
294	0
365	0
11	0
42	0
18	0
8	0
25	0
91	0
107	0
6	4
42	0
120	0
0	3
225	0
81	0
474	3751
23	0
3	0
121	0
13	0
42	0
26	0
8	0
2299	0
0	0
0	11
97	0
1	0
27	0
32	0
408	0
15	0
195	29
126	0
4	37
315	0
183	0
128	0
51	0
32	0
25	0
138	0
92	0
2	4
27	0
136	0
56	0
41	0
392	239
18	0
33	0
20	0
164	0
0	0
44	0
88	0
119	0
0	0
33	0
37	0
5	0
30	21
1852	0
52	0
0	7
48	0
128	0
39	0
8	5
0	0
343	0
12	0
2	0
15	0
26	0
17	0
18	0
40	0
97	0
1	0
61	0
49	0
21	0
308	0
1	0
40	0
45	0
149	0
85	0
16	0
1	6
60	0
27	6
16658	19242
64	0
6	0
82	0
0	0
2	0
35	0
4	0
0	126
108	0
26	0
47	0
11	0
0	1081
11	0
138	0
41	0
0	1
52	0
4	0
381	0
10	0
97	0
157	0
128	0
38	0
11	0
5	14
47	37
74	0
64	0
0	1
6	0
0	2
6	3
163	0
2	37
17	0
27	0
20	0
13	0
4	0
24	0
40	0
48	0
22	0
66	0
112	0
176	0
70	0
117	0
52	0
4	6
27	0
19	0
85	0
69	1823
14	0
0	72
53	0
60	0
29	0
372	0
100	0
0	7
297	2148
1	0
50	0
93	590
36	0
57	0
24	0
31	0
0	3
20	0
23	0
41	0
2	0
24	3
110	0
18	0
4	1731
0	0
54	0
461	0
24	0
170	0
14	0
15	0
0	0
74	0
0	6
61	0
127	0
9	21
1	5
692	734
55	0
6	0
985	0
44	0
30	0
25	0
28	0
23	0
250	0
1	6
144	0
19	0
20	0
78	0
87	0
28	16
46	0
94	0
2	0
60	0
78	0
159	0
159	0
129	0
0	0
41	0
47	0
30	0
73	1439
38	0
40	0
59	0
215	0
75	0
28	0
83	0
56	0
18	0
29	0
1792	0
30	0
18	0
73	0
28	0
13	0
67	0
4	0
53	6
5	0
172	0
57	0
17	0
0	0
45	39
0	0
26	1
53	0
49	0
2	0
3244	1
4	0
96	0
0	7
0	28
17	0
2515	0
67	0
21	0
33	0
19	0
60	0
102	0
0	10
16	0
59	14
44	0
250	1
33	0
355	0
17	0
39	0
44	0
214	0
8	0
2	0
0	7
1	0
6	47
68	0
6	0
80	0
10	0
48	0
29	0
2	0
31	34
35	0
35	0
20	0
0	0
26	952
236	0
39	0
170	5
33	0
53	0
53	8648
42	0
60	0
21	0
90	0
221	0
71	0
0	6
47	41
111	0
4	0
298	0
3	9
36	0
20	0
19	69
1	7
368	0
10	0
90	0
29	0
0	0
3	0
413	0
6	0
56	4
129	0
48	0
98	0
48	0
100	0
46	0
220	0
130	0
42	0
44	0
19	4
63	0
0	0
0	0
30	20
50	0
89	3
1	0
44	0
72	0
0	0
101	11
17	0
96	47
83	0
58	0
50	0
2	6
6	0
44	0
202	0
4	0
214	0
35	9
5	0
10	0
0	22
17	0
20	0
130	0
41	0
22	0
23	0
160	0
44	0
22	0
181	0
47	0
65	0
90	35
13	0
33	0
0	0
9	0
7	0
308	0
95	0
110	0
18	0
0	0
27	0
19	0
159	498
0	0
14	0
25	0
20	0
2	5
25	0
12	0
39	0
17	0
42	0
190	3614
86	0
71	0
22	0
67	0
148	0
0	0
14	0
48	0
20	0
69	0
53	0
106	0
32	0
52	0
55	0
13	0
20	0
0	7
1	18
43	0
53	0
2	165
22	0
1	17
1934	0
8	53
88	0
38	0
60	0
0	0
95	4
0	12
0	9
49	0
78	0
13	0
3	0
39	0
199	4851
160	0
18	0
64	0
107	0
51	0
148	0
25	0
0	16
23	0
135	0
45	0
23	0
20	0
70	0
29	0
83	0
66	0
77	0
45	0
86	0
164	0
92	0
5	0
69	0
169	0
49	59
25	0
112	0
17	0
1	0
33	0
84	0
57	0
90	0
229	0
0	0
118	0
1	6
0	13
46	0
20	0
1020	0
50	0
636	0
16	0
7	0
16	0
17	0
57	0
76	0
0	61
60	0
91	0
50	0
2	0
30	0
188	0
41	0
29	0
294	0
40	0
0	10
201	0
1543	0
45	0
1	15
173	100
1367	0
13	0
54	0
95	0
58	0
130	0
83	0
7	0
55	28
103	0
0	6
553	0
6	0
54	0
22	0
0	20
20	0
98	0
89	0
236	0
48	0
28	0
15	0
47	0
23	0
24	0
15	18
107	0
29	0
150	0
219	0
690	434
10	0
2	0
43	0
26	0
342	0
392	0
72	0
70	0
45	0
67	0
86	0
21	0
2357	483
187	0
0	2
34	0
35	0
27	0
1	14
62	0
38	0
19	0
81	0
0	0
24	2
1775	1990
4	0
587	0
22	0
48	0
77	0
78	0
66	0
25	0
74	1
0	12
214	0
22	0
15	0
37	0
81	19
11	0
29	0
18	0
61	0
29	0
0	0
29	0
30	0
0	0
65	0
0	0
10	79
188	0
218	0
0	0
2	0
23	0
114	9
115	0
13	0
258	0
46	0
22	0
0	0
31	0
109	0
21	0
25	4
12	0
11	0
0	21
164	0
27	0
69	0
26	1
1	25
5	8
44	2
481	0
598	0
36	11
2	0
20	0
57	22
66	0
14	0
238	74
35	0
0	0
120	0
62	0
28	0
951	1990
9	0
15	0
774	0
28	0
84	0
252	0
32	0
57	0
23	0
26	0
41	0
0	0
1	2
20	3
200	0
64	0
2	0
1	318
85	0
36	0
71	0
308	0
0	3
55	0
51	20
186	0
63	0
40	0
913	0
48	0
63	0
16	0
1	25
6	23
0	0
71	0
32	0
57	0
14	0
24	0
13	0
11	0
21	0
294	0
99	0
3	0
0	5
44	0
16	130
5	21
9	0
21	0
12	0
484	373
26	0
1	0
1	0
15	0
56	0
72	17
261	0
6	0
18	0
388	0
96	0
500	0
94	0
12496	10514
1	0
258	0
100	0
24	0
100	0
199	0
534	0
14	6112
30	0
170	0
0	0
40	0
0	3
26	0
75	0
758	0
0	1
35	0
62	4
70	0
44	0
201	0
0	0
39	0
24	0
97	0
62	0
71	0
18	0
218	0
166	0
5	0
0	0
2	49
59	0
31	7
38	0
0	0
0	0
6	0
67	0
734	74
134	0
625	2405
46	0
51	0
18	0
21	0
877	2921
37	0
22	0
45	0
73	0
36	0
1	0
105	0
18	0
55	0
70	0
16	0
0	0
39	0
2174	919
326	0
74	0
128	0
68	0
26	0
37	0
0	0
7	0
8	15
339	0
53	0
0	350
118	0
114	0
49	6
384	0
1	0
250	0
30	0
5	0
0	1
238	0
438	373
9	0
38	0
1	0
5	0
23	0
132	0
46	0
60	0
122	0
0	1
78	0
2813	0
2	7
1	0
27	0
76	0
17	0
43	0
113	0
82	0
31	0
230	0
2	4
30	0
33	0
201	0
66	71
59	0
74	0
113	0
56	0
45	0
11	0
4	0
9	0
1	0
11	0
10	0
57	0
54	0
16	0
31	0
22	0
415	0
58	20
1	0
188	142
4	19
25	0
44	0
169	0
47	0
68	0
28	0
48	0
16	3
0	0
2	0
49	0
86	0
26	0
34	0
43	0
74	0
40	0
0	346
2	0
40	0
40	0
0	0
1069	0
16	0
14	0
107	0
187	13
12	0
25	0
46	0
77	0
45	0
30	0
0	18
210	0
0	22
62	0
114	0
5	0
30	0
6	4
0	9
10	0
0	0
54	0
150	3
1	3
78	0
27	0
97	0
29	0
9	55
70	0
162	0
99	0
248	0
238	0
1	13
224	0
0	0
23	0
3	2
16	0
31	0
69	28
932	71
70	0
12	0
1081	0
572	0
24	0
93	0
0	1
13	0
36	0
16	0
101	13
16	0
7	0
67	0
21	0
14	0
118	0
0	34
24	0
11	0
0	4
99	0
46	0
8	9
2	0
60	0
0	32
9	0
48	3
5	0
157	0
2	0
11	0
296	0
34	0
154	0
42	0
0	0
39	0
42	0
25	0
66	0
116	0
19	0
0	5
76	0
31	0
2	14
1088	30
1	0
74	0
81	0
40	0
15	0
115	0
38	0
1	0
53	0
157	0
51	0
93	0
62	0
2	0
873	0
25	0
183	0
15	0
52	0
10	0
0	0
21	0
0	0
31	0
100	0
11	0
55	5
128	41
65	0
4	19
59	0
197	0
70	0
152	0
17	0
61	0
0	3
204	0
33	0
1260	51
79	0
128	0
22	0
62	0
248	0
33	0
1	0
1	8
161	0
52	0
42	0
282	0
51	0
1	0
0	0
15	0
31	0
79	2446
14	0
23	0
27	0
20	14
9	0
51	0
0	24
76	0
47	0
12	0
373	0
5	0
47	0
106	0
4	37
174	0
0	0
24	0
7	0
184	0
43	0
462	0
813	0
35	0
155	19
56	0
462	0
68	0
25	0
452	0
64	0
0	0
141	0
12	0
55	15
1	0
113	0
196	1060
22	0
76	0
3	4
0	0
13	0
2	13
15	0
47	0
75	0
47	0
