UniqueCount	AmbigCount
18	0
2	20
1	9
0	0
25	0
115	0
13	2
7	0
8	0
114	11
16	0
22	0
9	0
88	0
130	0
4	5
25	83
191	70
232	0
508	0
38	0
665	0
39	397
28	1
29	0
99	0
420	0
268	0
34	0
11	0
75	0
193	12
32	0
213	0
56	0
339	0
183	0
180	0
29	0
41	39
0	0
46	40
205	34
0	0
17	0
337	0
229	0
150	0
37	0
93	0
103	54
1	0
99	0
40	0
72	0
15	0
169	0
10	0
30	13
19	0
58	12
9	0
71	0
1	0
188	0
7	5
0	4
12	0
102	0
2	0
4	3
1238	96
95	0
62	0
35	0
45	0
2	3
46	0
29	0
23	0
4	0
67	0
15	0
1085	154
80	0
24	0
48	0
86	0
47	0
184	784
62	0
38	2
26	0
449	24
35	0
23	0
632	0
88	32
0	2
151	0
0	0
40	0
59	0
103	0
37	0
17	0
37	0
5	0
15	0
20	0
26	0
58	0
56	0
910	1197
0	0
57	0
23	0
52	0
78	0
11	3
1	0
21	0
37	0
117	0
20	5
24	0
6	0
72	0
1037	0
49	0
8	0
0	3
31	0
62	0
1	0
114	1095
43	0
0	2
27	0
16	0
75	0
14	0
0	1706
52	0
5	0
33	0
38	13
49	0
50	0
1	0
54	7
15	6
27	0
7	147
259	0
39	0
3	0
18	0
56	0
1	0
36	0
618	0
35	0
19	0
21	0
3	2
374	0
72	0
47	615
6	0
88	0
0	15
28	0
116	0
79	40
32	0
86	0
18	0
270	0
2	0
74	0
1	20
0	2222
119	0
75	0
32	0
5	40
69	0
36	0
52	0
32	0
26	0
49	0
115	0
15	0
24	0
140	3
3	32
50	0
0	0
17	0
2	13
32	0
6	1
14	0
7	1841
1	0
16	0
23	35
10	0
0	0
37	0
23	0
18	11
38	0
129	0
591	99
92	0
16	0
6	0
0	314
37	0
41	0
0	0
55	0
927	0
0	2
22	9
0	13
42	0
24	0
12	171
89	4
18	0
0	0
15	0
64	0
67	0
109	0
104	0
28	0
168	0
27	0
12	0
11	0
4	51
62	0
2	2
21	0
66	0
61	0
39	0
2	0
0	0
0	3
11	0
3	29
60	0
20	0
53	0
20	0
32	0
86	0
326	0
39	0
32	8
36	0
43	0
138	0
0	0
12	0
53	0
28	0
126	0
3	35
24	0
79	0
50	0
43	0
70	79
106	0
237	0
84	0
591	0
36	0
5	0
0	0
57	0
3	29
32	0
349	0
93	0
14	1
188	0
112	0
0	0
155	0
105	0
5	0
15	0
51	0
9	0
32	0
74	0
93	0
16	174
92	0
32	6
10	0
9	0
80	0
51	0
68	0
335	0
8	0
116	0
56	0
70	0
11	0
0	0
5	0
132	0
15	0
9	0
67	0
361	0
38	28
27	0
75	0
69	0
29	4
0	219
183	0
115	0
141	947
50	0
2	0
28	0
32	13
62	0
35	0
55	0
21	0
24	0
157	0
1	0
44	0
24	0
353	0
0	411
30	0
154	0
0	70
55	91
7	10
64	0
148	0
87	0
43	0
33	0
31	0
21	0
74	0
31	0
20	0
71	40
4	14
16	0
10	10
58	0
0	5
0	0
42	0
26	0
138	0
74	0
366	0
177	0
1044	624
16850	0
108	0
8	0
60	0
64	0
17	0
40	0
0	14
